TRANSACTION_ID,CUSTOMER_ID,MERCHANT_ID,TRANSACTION_DATE,TRANSACTION_TYPE,AMOUNT,TRANSACTION_STATUS,TRANSACTION_ADDRESS,TRANSACTION_CITY,TRANSACTION_REGION,CHANNEL,TRANSACTION_DEVICE,FRAUD_FLAG,FIRST_NAME,LAST_NAME,DOB,EMAIL,PHONE_NUMBER,ADDRESS,REGION,CITY,ACCOUNT_STATUS,ACCOUNT_TYPE,DATE_CREATED,MERCHANT_NAME,MERCHANT_TYPE,MERCHANT_ADDRESS,MERCHANT_REGION,MERCHANT_CITY,MERCHANT_CATEGORY,FLAG_ID,FLAG_TYPE,FLAG_REASON,FLAG_DATE,RESOLVED,tx_hour,tx_day,tx_dayofweek,tx_month,time_since_last_tx,cust_tx_count,cust_avg_AMOUNT,cust_std_AMOUNT,cust_total_AMOUNT,cust_unique_merchants,AMOUNT_to_cust_avg,AMOUNT_zscore,merchant_tx_volume,merchant_avg_AMOUNT,merchant_fraud_rate,num_unique_merchants,cust_merchant_tx_count,high_value_flag,low_value_flag
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
22,1,7,2023-07-06 09:30:00,Debit,350.0,Completed,"123 Market Street, Manchester, M1 2AB",Manchester,Greater Manchester,In-Store,POS Terminal,True,Olivia,Smith,1970-01-01,olivia.smith@email.com,+44 7911 654321,"456 High Street, Manchester, M2 3CD",Greater Manchester,Manchester,Active,Checking,2023-03-05 14:00:00,Superdrug Manchester,Retail,"89 Arndale Centre, Manchester, M4 3AQ",Greater Manchester,Manchester,Pharmacy,22,Return Fraud,2023-07-06 16:40:00.000,"A product was returned for a full refund, though the original transaction was made with a stolen card.",False,9,6,3,7,0.0,48,350.0,0.0,16800.0,1,0.9999999971428571,0.0,144,250.25,0.3333333333333333,1,48,0,0
